treatment,treatment_en,control,outcome,outcome_en,outlength,frequency,att,patt,sig,measure,value,diff,diff_patt,max_diff,measure_en,max_diff_patt,outlength2,sig2,sig2_en,valueText1,outlength3
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",1,j,-1.3,-5.2,***,Treatmentgruppe,23.1," -1,3***","( -5,2%)",38.3,Treatmentgruppe,31.3,0.8,signifikant,significant,19.1,12
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",12,m,-1.3,-5.2,***,Treatmentgruppe,23.1," -1,3***","( -5,2%)",38.3,Treatmentgruppe,31.3,11.8,signifikant,significant,19.1,12
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",15,m,-0.5,-1.8,***,Treatmentgruppe,26.4," -0,5***","( -1,8%)",40.9,Treatmentgruppe,33.9,14.8,signifikant,significant,22.4,15
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",18,m,0.2,0.7,*,Treatmentgruppe,28.7,"+0,2*","(+0,7%)",42.7,Treatmentgruppe,35.7,17.8,insignifikant,insignificant,24.7,18
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",2,j,1.3,4.3,***,Treatmentgruppe,32,"+1,3***","(+4,3%)",46,Treatmentgruppe,39,1.8,signifikant,significant,28,24
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",21,m,1,3.4,***,Treatmentgruppe,30.5,"+1,0***","(+3,4%)",44.5,Treatmentgruppe,37.5,20.8,signifikant,significant,26.5,21
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",24,m,1.3,4.3,***,Treatmentgruppe,32,"+1,3***","(+4,3%)",46,Treatmentgruppe,39,23.8,signifikant,significant,28,24
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,j,2.6,7.8,***,Treatmentgruppe,35.7,"+2,6***","(+7,8%)",49.7,Treatmentgruppe,42.7,2.8,signifikant,significant,31.700000000000003,36
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,m,-6.6,-44.2,***,Treatmentgruppe,8.4," -6,6***","(-44,2%)",29,Treatmentgruppe,22,2.8,signifikant,significant,4.4,3
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",4,j,2.7,7.6,***,Treatmentgruppe,37.6,"+2,7***","(+7,6%)",51.6,Treatmentgruppe,44.6,3.8,signifikant,significant,33.6,48
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",5,j,2.8,7.7,***,Treatmentgruppe,38.8,"+2,8***","(+7,7%)",52.8,Treatmentgruppe,45.8,4.8,signifikant,significant,34.8,60
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,j,3.1,8.5,***,Treatmentgruppe,40,"+3,1***","(+8,5%)",54,Treatmentgruppe,47,5.8,signifikant,significant,36,72
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,m,-4.6,-23.4,***,Treatmentgruppe,15," -4,6***","(-23,4%)",33.6,Treatmentgruppe,26.6,5.8,signifikant,significant,11,6
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",9,m,-2.5,-11.2,***,Treatmentgruppe,19.7," -2,5***","(-11,2%)",36.2,Treatmentgruppe,29.2,8.8,signifikant,significant,15.7,9
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,1,j,5.5,11.7,***,Treatmentgruppe,52.5,"+5,5***","(+11,7%)",66.5,Treatmentgruppe,59.5,0.8,signifikant,significant,48.5,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,12,m,5.5,11.7,***,Treatmentgruppe,52.5,"+5,5***","(+11,7%)",66.5,Treatmentgruppe,59.5,11.8,signifikant,significant,48.5,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,15,m,4.6,10.5,***,Treatmentgruppe,48.5,"+4,6***","(+10,5%)",62.5,Treatmentgruppe,55.5,14.8,signifikant,significant,44.5,15
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,18,m,3.4,8.1,***,Treatmentgruppe,45.5,"+3,4***","(+8,1%)",59.5,Treatmentgruppe,52.5,17.8,signifikant,significant,41.5,18
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,2,j,1.8,4.7,***,Treatmentgruppe,41.3,"+1,8***","(+4,7%)",55.3,Treatmentgruppe,48.3,1.8,signifikant,significant,37.3,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,21,m,2.4,5.8,***,Treatmentgruppe,43.2,"+2,4***","(+5,8%)",57.2,Treatmentgruppe,50.2,20.8,signifikant,significant,39.2,21
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,24,m,1.8,4.7,***,Treatmentgruppe,41.3,"+1,8***","(+4,7%)",55.3,Treatmentgruppe,48.3,23.8,signifikant,significant,37.3,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,j,0.5,1.4,***,Treatmentgruppe,35.3,"+0,5***","(+1,4%)",49.3,Treatmentgruppe,42.3,2.8,signifikant,significant,31.299999999999997,36
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,m,12.6,19.4,***,Treatmentgruppe,77.4,"+12,6***","(+19,4%)",91.4,Treatmentgruppe,84.4,2.8,signifikant,significant,73.4,3
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,4,j,0.1,0.3,,Treatmentgruppe,31.3,"+0,1","(+0,3%)",45.3,Treatmentgruppe,38.3,3.8,insignifikant,insignificant,27.3,48
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,5,j,0.3,0.9,*,Treatmentgruppe,28.9,"+0,3*","(+0,9%)",42.9,Treatmentgruppe,35.9,4.8,insignifikant,insignificant,24.9,60
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,j,0.4,1.5,*,Treatmentgruppe,26.5,"+0,4*","(+1,5%)",40.5,Treatmentgruppe,33.5,5.8,insignifikant,insignificant,22.5,72
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,m,9.7,17.7,***,Treatmentgruppe,64.9,"+9,7***","(+17,7%)",78.9,Treatmentgruppe,71.9,5.8,signifikant,significant,60.900000000000006,6
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,9,m,6.9,13.8,***,Treatmentgruppe,57,"+6,9***","(+13,8%)",71,Treatmentgruppe,64,8.8,signifikant,significant,53,9
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,1,j,-1.8,-4.6,***,Treatmentgruppe,38.3," -1,8***","( -4,6%)",54.1,Treatmentgruppe,47.1,0.8,signifikant,significant,34.3,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,12,m,-1.8,-4.6,***,Treatmentgruppe,38.3," -1,8***","( -4,6%)",54.1,Treatmentgruppe,47.1,11.8,signifikant,significant,34.3,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,15,m,-1,-2.3,***,Treatmentgruppe,41.8," -1,0***","( -2,3%)",56.8,Treatmentgruppe,49.8,14.8,signifikant,significant,37.8,15
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,18,m,0.2,0.4,*,Treatmentgruppe,44.3,"+0,2*","(+0,4%)",58.3,Treatmentgruppe,51.3,17.8,insignifikant,insignificant,40.3,18
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,2,j,1.7,3.8,***,Treatmentgruppe,47.7,"+1,7***","(+3,8%)",61.7,Treatmentgruppe,54.7,1.8,signifikant,significant,43.7,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,21,m,1.2,2.7,***,Treatmentgruppe,46.2,"+1,2***","(+2,7%)",60.2,Treatmentgruppe,53.2,20.8,signifikant,significant,42.2,21
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,24,m,1.7,3.8,***,Treatmentgruppe,47.7,"+1,7***","(+3,8%)",61.7,Treatmentgruppe,54.7,23.8,signifikant,significant,43.7,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,j,3.3,6.9,***,Treatmentgruppe,51.8,"+3,3***","(+6,9%)",65.8,Treatmentgruppe,58.8,2.8,signifikant,significant,47.8,36
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,m,-7.7,-30.8,***,Treatmentgruppe,17.3," -7,7***","(-30,8%)",39,Treatmentgruppe,32,2.8,signifikant,significant,13.3,3
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,4,j,3.8,7.5,***,Treatmentgruppe,53.7,"+3,8***","(+7,5%)",67.7,Treatmentgruppe,60.7,3.8,signifikant,significant,49.7,48
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,5,j,3.6,7.1,***,Treatmentgruppe,54,"+3,6***","(+7,1%)",68,Treatmentgruppe,61,4.8,signifikant,significant,50,60
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,j,3.5,6.8,***,Treatmentgruppe,54.3,"+3,5***","(+6,8%)",68.3,Treatmentgruppe,61.3,5.8,signifikant,significant,50.3,72
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,m,-5.5,-16.6,***,Treatmentgruppe,27.5," -5,5***","(-16,6%)",47,Treatmentgruppe,40,5.8,signifikant,significant,23.5,6
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Beschäftigung,Employment,9,m,-3.2,-8.6,***,Treatmentgruppe,34.1," -3,2***","( -8,6%)",51.3,Treatmentgruppe,44.3,8.8,signifikant,significant,30.1,9
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,1,j,-3.7,-28.2,***,Treatmentgruppe,9.3," -3,7***","(-28,2%)",26.9,Treatmentgruppe,19.9,0.8,signifikant,significant,5.300000000000001,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,12,m,-3.7,-28.2,***,Treatmentgruppe,9.3," -3,7***","(-28,2%)",26.9,Treatmentgruppe,19.9,11.8,signifikant,significant,5.300000000000001,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,15,m,-3.6,-27.2,***,Treatmentgruppe,9.7," -3,6***","(-27,2%)",27.4,Treatmentgruppe,20.4,14.8,signifikant,significant,5.699999999999999,15
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,18,m,-3.6,-26.1,***,Treatmentgruppe,10.2," -3,6***","(-26,1%)",27.8,Treatmentgruppe,20.8,17.8,signifikant,significant,6.199999999999999,18
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,2,j,-3.6,-24.6,***,Treatmentgruppe,11," -3,6***","(-24,6%)",28.6,Treatmentgruppe,21.6,1.8,signifikant,significant,7,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,21,m,-3.6,-25.2,***,Treatmentgruppe,10.6," -3,6***","(-25,2%)",28.2,Treatmentgruppe,21.2,20.8,signifikant,significant,6.6,21
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,24,m,-3.6,-24.6,***,Treatmentgruppe,11," -3,6***","(-24,6%)",28.6,Treatmentgruppe,21.6,23.8,signifikant,significant,7,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,j,-3.8,-22.9,***,Treatmentgruppe,12.9," -3,8***","(-22,9%)",30.8,Treatmentgruppe,23.8,2.8,signifikant,significant,8.9,36
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,m,-4.9,-47.7,***,Treatmentgruppe,5.3," -4,9***","(-47,7%)",24.2,Treatmentgruppe,17.2,2.8,signifikant,significant,1.2999999999999998,3
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,4,j,-3.9,-20.5,***,Treatmentgruppe,15," -3,9***","(-20,5%)",32.8,Treatmentgruppe,25.8,3.8,signifikant,significant,11,48
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,5,j,-3.8,-18.4,***,Treatmentgruppe,17.1," -3,8***","(-18,4%)",34.9,Treatmentgruppe,27.9,4.8,signifikant,significant,13.100000000000001,60
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,j,-3.9,-16.8,***,Treatmentgruppe,19.1," -3,9***","(-16,8%)",37,Treatmentgruppe,30,5.8,signifikant,significant,15.100000000000001,72
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,m,-4.3,-35.8,***,Treatmentgruppe,7.6," -4,3***","(-35,8%)",25.9,Treatmentgruppe,18.9,5.8,signifikant,significant,3.5999999999999996,6
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,9,m,-3.7,-29.4,***,Treatmentgruppe,8.9," -3,7***","(-29,4%)",26.6,Treatmentgruppe,19.6,8.8,signifikant,significant,4.9,9
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",1,j,0,0.1,,Treatmentgruppe,30.2,"+0,0","(+0,1%)",44.2,Treatmentgruppe,37.2,0.8,insignifikant,insignificant,26.2,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",12,m,0,0.1,,Treatmentgruppe,30.2,"+0,0","(+0,1%)",44.2,Treatmentgruppe,37.2,11.8,insignifikant,insignificant,26.2,12
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",15,m,0.9,2.6,***,Treatmentgruppe,33.7,"+0,9***","(+2,6%)",47.7,Treatmentgruppe,40.7,14.8,signifikant,significant,29.700000000000003,15
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",18,m,1.9,5.7,***,Treatmentgruppe,36.1,"+1,9***","(+5,7%)",50.1,Treatmentgruppe,43.1,17.8,signifikant,significant,32.1,18
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",2,j,3.6,10,***,Treatmentgruppe,39.5,"+3,6***","(+10,0%)",53.5,Treatmentgruppe,46.5,1.8,signifikant,significant,35.5,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",21,m,3,8.7,***,Treatmentgruppe,38,"+3,0***","(+8,7%)",52,Treatmentgruppe,45,20.8,signifikant,significant,34,21
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",24,m,3.6,10,***,Treatmentgruppe,39.5,"+3,6***","(+10,0%)",53.5,Treatmentgruppe,46.5,23.8,signifikant,significant,35.5,24
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,j,4.8,12.4,***,Treatmentgruppe,43.3,"+4,8***","(+12,4%)",57.3,Treatmentgruppe,50.3,2.8,signifikant,significant,39.3,36
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,m,-5,-26.3,***,Treatmentgruppe,14," -5,0***","(-26,3%)",33,Treatmentgruppe,26,2.8,signifikant,significant,10,3
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",4,j,5.1,12.7,***,Treatmentgruppe,45.6,"+5,1***","(+12,7%)",59.6,Treatmentgruppe,52.6,3.8,signifikant,significant,41.6,48
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",5,j,5,12.2,***,Treatmentgruppe,46.3,"+5,0***","(+12,2%)",60.3,Treatmentgruppe,53.3,4.8,signifikant,significant,42.3,60
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,j,4.8,11.3,***,Treatmentgruppe,47.1,"+4,8***","(+11,3%)",61.1,Treatmentgruppe,54.1,5.8,signifikant,significant,43.1,72
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,m,-3.2,-12.8,***,Treatmentgruppe,21.5," -3,2***","(-12,8%)",38.7,Treatmentgruppe,31.7,5.8,signifikant,significant,17.5,6
Aus- und Weiterbildung (AuW),Vocational training,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",9,m,-1.2,-4.3,***,Treatmentgruppe,26.7," -1,2***","( -4,3%)",42,Treatmentgruppe,35,8.8,signifikant,significant,22.7,9
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,1,j,0.1,0.1,,Treatmentgruppe,43.8,"+0,1","(+0,1%)",57.8,Treatmentgruppe,50.8,0.8,insignifikant,insignificant,39.8,12
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,12,m,0.1,0.1,,Treatmentgruppe,43.8,"+0,1","(+0,1%)",57.8,Treatmentgruppe,50.8,11.8,insignifikant,insignificant,39.8,12
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,15,m,-0.7,-1.7,***,Treatmentgruppe,39.7," -0,7***","( -1,7%)",54.4,Treatmentgruppe,47.4,14.8,signifikant,significant,35.7,15
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,18,m,-0.8,-2.2,***,Treatmentgruppe,37.7," -0,8***","( -2,2%)",52.5,Treatmentgruppe,45.5,17.8,signifikant,significant,33.7,18
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,2,j,-1.2,-3.4,***,Treatmentgruppe,35.5," -1,2***","( -3,4%)",50.8,Treatmentgruppe,43.8,1.8,signifikant,significant,31.5,24
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,21,m,-1.1,-2.9,***,Treatmentgruppe,36.5," -1,1***","( -2,9%)",51.6,Treatmentgruppe,44.6,20.8,signifikant,significant,32.5,21
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,24,m,-1.2,-3.4,***,Treatmentgruppe,35.5," -1,2***","( -3,4%)",50.8,Treatmentgruppe,43.8,23.8,signifikant,significant,31.5,24
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,j,-1.4,-4.2,***,Treatmentgruppe,31.8," -1,4***","( -4,2%)",47.2,Treatmentgruppe,40.2,2.8,signifikant,significant,27.8,36
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,m,8.6,13.6,***,Treatmentgruppe,71.6,"+8,6***","(+13,6%)",85.6,Treatmentgruppe,78.6,2.8,signifikant,significant,67.6,3
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,4,j,-1.3,-4.2,***,Treatmentgruppe,29.4," -1,3***","( -4,2%)",44.7,Treatmentgruppe,37.7,3.8,signifikant,significant,25.4,48
Beihilfe zu den Kurskosten (KK),Course subsidies,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,5,j,-1,-3.5,***,Treatmentgruppe,27.3," -1,0***","( -3,5%)",42.3,Treatmentgruppe,35.3,4.8,signifikant,significant,23.3,60
